CustomerID,CustomerName,PrimaryContactPersonID,AlternateContactPersonID,PhoneNumber,WebsiteURL,DeliveryAddressLine1,DeliveryAddressLine2
575,"Wingtip Toys (Trumansburg, NY)",2349,2350,(212) 555-0100,http://www.wingtiptoys.com/Trumansburg,Shop 227,178 Bhogireddy Boulevard
576,"Wingtip Toys (Goodings Grove, IL)",2351,2352,(217) 555-0100,http://www.wingtiptoys.com/GoodingsGrove,Shop 156,1428 Mercier Avenue
577,"Wingtip Toys (Cherryplain, NY)",2353,2354,(212) 555-0100,http://www.wingtiptoys.com/Cherryplain,Shop 170,1688 Madhunapantula Avenue
578,"Wingtip Toys (Bell Acres, PA)",2355,2356,(215) 555-0100,http://www.wingtiptoys.com/BellAcres,Suite 8,1761 Nastase Avenue
579,"Wingtip Toys (Connoquenessing, PA)",2357,2358,(215) 555-0100,http://www.wingtiptoys.com/Connoquenessing,Suite 199,854 Kotadia Crescent
580,"Wingtip Toys (Sarversville, PA)",2359,2360,(215) 555-0100,http://www.wingtiptoys.com/Sarversville,Shop 55,64 Jaramillo Avenue
581,"Wingtip Toys (Munich, ND)",2361,2362,(701) 555-0100,http://www.wingtiptoys.com/Munich,Shop 283,1167 Thota Street
582,"Wingtip Toys (Montoya, NM)",2363,2364,(505) 555-0100,http://www.wingtiptoys.com/Montoya,Shop 299,780 Rusl Boulevard
583,"Wingtip Toys (Knights Landing, CA)",2365,2366,(209) 555-0100,http://www.wingtiptoys.com/KnightsLanding,Suite 62,1404 Molnar Road
584,"Wingtip Toys (Cache, OK)",2367,2368,(405) 555-0100,http://www.wingtiptoys.com/Cache,Unit 250,75 Min Road
585,"Wingtip Toys (Towaco, NJ)",2369,2370,(201) 555-0100,http://www.wingtiptoys.com/Towaco,Unit 12,747 Acar Crescent
586,"Wingtip Toys (Lynne, FL)",2371,2372,(239) 555-0100,http://www.wingtiptoys.com/Lynne,Shop 204,167 Kubatova Lane
587,"Wingtip Toys (Plata, TX)",2373,2374,(210) 555-0100,http://www.wingtiptoys.com/Plata,Unit 167,904 Saucier Road
588,"Wingtip Toys (Oak Point, TX)",2375,2376,(210) 555-0100,http://www.wingtiptoys.com/OakPoint,Unit 90,1648 Mitra Lane
589,"Wingtip Toys (Alcester, SD)",2377,2378,(605) 555-0100,http://www.wingtiptoys.com/Alcester,Shop 273,631 Valbe Boulevard
590,"Wingtip Toys (McAdenville, NC)",2379,2380,(252) 555-0100,http://www.wingtiptoys.com/McAdenville,Shop 214,1654 Duong Lane
591,"Wingtip Toys (Idaho City, ID)",2381,2382,(208) 555-0100,http://www.wingtiptoys.com/IdahoCity,Shop 259,1817 Abola Lane
592,"Wingtip Toys (Dunkerton, IA)",2383,2384,(319) 555-0100,http://www.wingtiptoys.com/Dunkerton,Suite 226,30 Mitra Street
593,"Wingtip Toys (Cuyamungue, NM)",2385,2386,(505) 555-0100,http://www.wingtiptoys.com/Cuyamungue,Suite 51,1342 Gajula Boulevard
594,"Wingtip Toys (Marfa, TX)",2387,2388,(210) 555-0100,http://www.wingtiptoys.com/Marfa,Shop 55,607 Szolosy Street
595,"Wingtip Toys (Accomac, VA)",2389,2390,(276) 555-0100,http://www.wingtiptoys.com/Accomac,Shop 65,1268 Gonzales Road
596,"Wingtip Toys (Cos Cob, CT)",2391,2392,(203) 555-0100,http://www.wingtiptoys.com/CosCob,Suite 283,1014 Wattanasin Avenue
597,"Wingtip Toys (Haycock, AK)",2393,2394,(907) 555-0100,http://www.wingtiptoys.com/Haycock,Suite 183,796 Zvaigzne Boulevard
598,"Wingtip Toys (Kapa'a, HI)",2395,2396,(808) 555-0100,http://www.wingtiptoys.com/Kapa'a,Unit 219,207 Negi Lane
599,"Wingtip Toys (Dickworsham, TX)",2397,2398,(210) 555-0100,http://www.wingtiptoys.com/Dickworsham,Unit 210,811 Benjaree Road
600,"Wingtip Toys (Caro, MI)",2399,2400,(231) 555-0100,http://www.wingtiptoys.com/Caro,Unit 159,489 Ganguly Road
601,"Wingtip Toys (Ruthsburg, MD)",2401,2402,(240) 555-0100,http://www.wingtiptoys.com/Ruthsburg,Unit 123,688 senturk Crescent
801,Eric Torres,3001,NULL,(307) 555-0100,http://www.microsoft.com/EricTorres/,Unit 26,1772 Allu Street
802,Cosmina Vlad,3002,NULL,(505) 555-0100,http://www.microsoft.com/CosminaVlad/,Suite 9,908 Nadar Lane
803,Bala Dixit,3003,NULL,(209) 555-0100,http://www.microsoft.com/BalaDixit/,Unit 7,844 Magnusson Lane
804,Aleksandrs Riekstins,3004,NULL,(605) 555-0100,http://www.microsoft.com/AleksandrsRiekstins/,Shop 20,498 Bagheri Lane
805,Ratan Poddar,3005,NULL,(907) 555-0100,http://www.microsoft.com/RatanPoddar/,Shop 16,1071 Goransson Crescent
806,Shi Tu,3006,NULL,(307) 555-0100,http://www.microsoft.com/ShiTu/,Suite 13,808 Riutta Street
807,Gunnar Lohmus,3007,NULL,(201) 555-0100,http://www.microsoft.com/GunnarLohmus/,Shop 31,31 Bagchi Avenue
808,Jackson Kolios,3008,NULL,(209) 555-0100,http://www.microsoft.com/JacksonKolios/,Shop 21,1567 Couet Road
809,Madhu Dwivedi,3009,NULL,(802) 555-0100,http://www.microsoft.com/MadhuDwivedi/,Shop 5,1808 Sagese Crescent
810,Alena Kellnerova,3010,NULL,(303) 555-0100,http://www.microsoft.com/AlenaKellnerova/,Shop 29,101 Jonsson Lane
811,Surendra Sahu,3011,NULL,(210) 555-0100,http://www.microsoft.com/SurendraSahu/,Shop 2,1118 Hanak Lane
812,Celica Barajas,3012,NULL,(270) 555-0100,http://www.microsoft.com/CelicaBarajas/,Suite 24,1997 Purins Lane
813,Shyam Poddar,3013,NULL,(218) 555-0100,http://www.microsoft.com/ShyamPoddar/,Unit 19,130 Gallo Avenue
814,Johanna Hoornstra,3014,NULL,(210) 555-0100,http://www.microsoft.com/JohannaHoornstra/,Suite 13,285 Dupuy Street
815,Libuse Valentova,3015,NULL,(270) 555-0100,http://www.microsoft.com/LibuseValentova/,Unit 22,1354 Szolosy Crescent
816,Harsha Huq,3016,NULL,(314) 555-0100,http://www.microsoft.com/HarshaHuq/,Suite 13,868 Prikrylova Street
817,Agrita Kanepa,3017,NULL,(201) 555-0100,http://www.microsoft.com/AgritaKanepa/,Unit 7,1482 Ibrahimagic Street
818,Liia Orav,3018,NULL,(252) 555-0100,http://www.microsoft.com/LiiaOrav/,Unit 16,1077 Gunes Boulevard
819,Santiago Vera,3019,NULL,(304) 555-0100,http://www.microsoft.com/SantiagoVera/,Suite 17,1864 Havzija Crescent
820,Knut Svensson,3020,NULL,(201) 555-0100,http://www.microsoft.com/KnutSvensson/,Unit 30,305 Lepp Street
821,Kwanjai Saowaluk,3021,NULL,(787) 555-0100,http://www.microsoft.com/KwanjaiSaowaluk/,Shop 24,643 Logan Lane
822,Suparna Bhattacharya,3022,NULL,(314) 555-0100,http://www.microsoft.com/SuparnaBhattacharya/,Unit 30,680 Parkar Lane
823,Francisca Laureano,3023,NULL,(319) 555-0100,http://www.microsoft.com/FranciscaLaureano/,Unit 9,266 Shenoy Road
824,Risto Valbe,3024,NULL,(205) 555-0100,http://www.microsoft.com/RistoValbe/,Suite 22,530 Kellnerova Lane
825,Jayanta Thakur,3025,NULL,(276) 555-0100,http://www.microsoft.com/JayantaThakur/,Suite 17,279 Nakhtare Boulevard
826,Leila Carvalho,3026,NULL,(217) 555-0100,http://www.microsoft.com/LeilaCarvalho/,Suite 24,1051 Nutiu Road
827,Crina Grasu,3027,NULL,(308) 555-0100,http://www.microsoft.com/CrinaGrasu/,Shop 14,1538 Lampsa Road
828,Sercan Celik,3028,NULL,(217) 555-0100,http://www.microsoft.com/SercanCelik/,Shop 23,802 Mokkapati Road
829,Jack Walker,3029,NULL,(316) 555-0100,http://www.microsoft.com/JackWalker/,Shop 3,1188 Krastins Avenue
830,Jana Fialova,3030,NULL,(215) 555-0100,http://www.microsoft.com/JanaFialova/,Unit 20,1261 Lo Road
831,Bhaavan Rai,3031,NULL,(308) 555-0100,http://www.microsoft.com/BhaavanRai/,Shop 28,387 Heikkinen Boulevard
832,Aakriti Byrraju,3032,NULL,(216) 555-0100,http://www.microsoft.com/AakritiByrraju/,Suite 24,1345 Jun Avenue
833,Devraj Rao,3033,NULL,(385) 555-0100,http://www.microsoft.com/DevrajRao/,Unit 12,611 Shasthri Avenue
834,Cong Hoa,3034,NULL,(212) 555-0100,http://www.microsoft.com/CongHoa/,Unit 21,580 Poddar Lane
835,Dominic Davignon,3035,NULL,(209) 555-0100,http://www.microsoft.com/DominicDavignon/,Suite 16,1384 Dupuy Street
836,Abel Spirlea,3036,NULL,(218) 555-0100,http://www.microsoft.com/AbelSpirlea/,Unit 19,1446 Jelic Crescent
837,Anil Sarkar,3037,NULL,(215) 555-0100,http://www.microsoft.com/AnilSarkar/,Shop 3,747 Mihajlovik Boulevard
838,Pavel Bogdanov,3038,NULL,(339) 555-0100,http://www.microsoft.com/PavelBogdanov/,Unit 4,613 senturk Lane
839,Juan Morse,3039,NULL,(423) 555-0100,http://www.microsoft.com/JuanMorse/,Suite 13,51 Nechita Crescent
840,Rodrigo Figueiredo,3040,NULL,(803) 555-0100,http://www.microsoft.com/RodrigoFigueiredo/,Unit 23,1155 Kanepa Road
841,Camille Authier,3041,NULL,(252) 555-0100,http://www.microsoft.com/CamilleAuthier/,Shop 10,516 Bojin Road
842,Biju Deb,3042,NULL,(218) 555-0100,http://www.microsoft.com/BijuDeb/,Suite 20,1104 Podnieks Road
843,Marija Justina Pasek,3043,NULL,(215) 555-0100,http://www.microsoft.com/MarijaJustinaPasek/,Unit 23,360 Formanek Crescent
844,Durdanah Abbasi,3044,NULL,(201) 555-0100,http://www.microsoft.com/DurdanahAbbasi/,Shop 26,1489 Shetty Crescent
845,Emilie Hrdlickova,3045,NULL,(803) 555-0100,http://www.microsoft.com/EmilieHrdlickova/,Unit 27,1873 Dewangan Avenue
846,Malorie Bousquet,3046,NULL,(209) 555-0100,http://www.microsoft.com/MalorieBousquet/,Suite 16,852 Ribeiro Avenue
847,Kristiina Ivanov,3047,NULL,(605) 555-0100,http://www.microsoft.com/KristiinaIvanov/,Unit 6,1505 Stojkovic Street
848,Alvin Bollinger,3048,NULL,(270) 555-0100,http://www.microsoft.com/AlvinBollinger/,Suite 31,1091 KlanCisar Crescent
849,Sabine Zalite,3049,NULL,(210) 555-0100,http://www.microsoft.com/SabineZalite/,Shop 11,1924 Shim Avenue
850,Daakshaayaani Sankaramanchi,3050,NULL,(319) 555-0100,http://www.microsoft.com/DaakshaayaaniSankaramanchi/,Unit 12,1529 Gupta Lane
851,Ebru Erdogan,3051,NULL,(405) 555-0100,http://www.microsoft.com/EbruErdogan/,Shop 18,1528 Dikshit Crescent
852,Bhagavaan Atluri,3052,NULL,(229) 555-0100,http://www.microsoft.com/BhagavaanAtluri/,Suite 16,1382 Wintle Road
853,Caterina Pinto,3053,NULL,(907) 555-0100,http://www.microsoft.com/CaterinaPinto/,Suite 13,1278 Lam Street
854,Daakshaayaani Kommineni,3054,NULL,(239) 555-0100,http://www.microsoft.com/DaakshaayaaniKommineni/,Unit 14,987 Nadar Boulevard
855,Anna Mazzanti,3055,NULL,(314) 555-0100,http://www.microsoft.com/AnnaMazzanti/,Shop 31,1552 Johansson Lane
856,Satish Mittal,3056,NULL,(215) 555-0100,http://www.microsoft.com/SatishMittal/,Shop 13,972 Vassiljev Street
857,Clarissa Manfrin,3057,NULL,(210) 555-0100,http://www.microsoft.com/ClarissaManfrin/,Shop 17,298 Benipal Road
858,Bimla PrabhupÄda,3058,NULL,(209) 555-0100,http://www.microsoft.com/BimlaPrabhupÄda/,Shop 7,138 Jandhyala Lane
859,Shah Alizadeh,3059,NULL,(304) 555-0100,http://www.microsoft.com/ShahAlizadeh/,Shop 4,551 Linna Street
860,Marcela Lucescu,3060,NULL,(231) 555-0100,http://www.microsoft.com/MarcelaLucescu/,Unit 5,201 Glissen Lane
861,Amarasimha Vinjamuri,3061,NULL,(339) 555-0100,http://www.microsoft.com/AmarasimhaVinjamuri/,Shop 5,1078 Hosseini Boulevard
862,Lana Goransson,3062,NULL,(212) 555-0100,http://www.microsoft.com/LanaGoransson/,Suite 27,1818 Buecek Boulevard
863,Jakub Lukes,3063,NULL,(212) 555-0100,http://www.microsoft.com/JakubLukes/,Shop 9,1501 Tuntayakul Crescent
864,Mikhail Degtyarev,3064,NULL,(218) 555-0100,http://www.microsoft.com/MikhailDegtyarev/,Unit 3,411 Ganguly Lane
865,Bijoya Thakur,3065,NULL,(225) 555-0100,http://www.microsoft.com/BijoyaThakur/,Unit 17,1509 Dzene Avenue
866,Jay Bhuiyan,3066,NULL,(215) 555-0100,http://www.microsoft.com/JayBhuiyan/,Suite 22,130 Seleznyov Street
867,Jasna Cerkez,3067,NULL,(304) 555-0100,http://www.microsoft.com/JasnaCerkez/,Unit 11,1004 Mukherjee Street
868,Laura Sykorova,3068,NULL,(316) 555-0100,http://www.microsoft.com/LauraSykorova/,Shop 2,1225 Gormanston Boulevard
869,Abel Tatarescu,3069,NULL,(217) 555-0100,http://www.microsoft.com/AbelTatarescu/,Suite 6,1432 Alksne Road
870,In-Su Bae,3070,NULL,(206) 555-0100,http://www.microsoft.com/In-SuBae/,Shop 10,353 Gomes Avenue
871,Darshana Madhunapantula,3071,NULL,(240) 555-0100,http://www.microsoft.com/DarshanaMadhunapantula/,Shop 6,374 Cheema Street
872,Katerina Hadrabova,3072,NULL,(219) 555-0100,http://www.microsoft.com/KaterinaHadrabova/,Shop 14,1783 ozkan Boulevard
873,Hana Hlouskova,3073,NULL,(505) 555-0100,http://www.microsoft.com/HanaHlouskova/,Suite 10,1826 Semjonov Boulevard
874,Daniel Martensson,3074,NULL,(225) 555-0100,http://www.microsoft.com/DanielMartensson/,Shop 21,622 Pavel Boulevard
875,Philip Walker,3075,NULL,(216) 555-0100,http://www.microsoft.com/PhilipWalker/,Suite 12,1555 Penttila Road
876,Marie LeBatelier,3076,NULL,(210) 555-0100,http://www.microsoft.com/MarieLeBatelier/,Unit 19,1178 Persson Boulevard
877,Leyla Siavashi,3077,NULL,(201) 555-0100,http://www.microsoft.com/LeylaSiavashi/,Suite 14,1187 L'Angelier Road
878,Miriam House,3078,NULL,(701) 555-0100,http://www.microsoft.com/MiriamHouse/,Shop 18,604 Klaus Street
879,Jitka Necesana,3079,NULL,(212) 555-0100,http://www.microsoft.com/JitkaNecesana/,Suite 10,1511 Ilic Boulevard
880,Edmee Glissen,3080,NULL,(208) 555-0100,http://www.microsoft.com/EdmeeGlissen/,Shop 9,1092 Pavlovic Lane
881,Magdalena Michnova,3081,NULL,(907) 555-0100,http://www.microsoft.com/MagdalenaMichnova/,Unit 13,464 Mutlu Lane
882,Maryann Huddleston,3082,NULL,(304) 555-0100,http://www.microsoft.com/MaryannHuddleston/,Unit 9,1722 Dixit Road
883,Radha Barua,3083,NULL,(405) 555-0100,http://www.microsoft.com/RadhaBarua/,Unit 7,1949 Kotadia Road
884,Anindya Ghatak,3084,NULL,(219) 555-0100,http://www.microsoft.com/AnindyaGhatak/,Unit 17,1957 Nantakarn Avenue
885,Chandrashekhar Dasgupta,3085,NULL,(208) 555-0100,http://www.microsoft.com/ChandrashekharDasgupta/,Suite 8,1375 Rusl Boulevard
886,Debbie Molina,3086,NULL,(270) 555-0100,http://www.microsoft.com/DebbieMolina/,Suite 28,508 De Avenue
887,Baran Jonsson,3087,NULL,(458) 555-0100,http://www.microsoft.com/BaranJonsson/,Shop 9,1349 Lukstina Road
888,Jai Lamble,3088,NULL,(479) 555-0100,http://www.microsoft.com/JaiLamble/,Suite 3,1957 Pena Lane
889,Sointu Savonheimo,3089,NULL,(701) 555-0100,http://www.microsoft.com/SointuSavonheimo/,Suite 9,1606 Lill Avenue
890,Olya Izmaylov,3090,NULL,(210) 555-0100,http://www.microsoft.com/OlyaIzmaylov/,Suite 4,1129 Hulsegge Boulevard
891,Taneli Riutta,3091,NULL,(276) 555-0100,http://www.microsoft.com/TaneliRiutta/,Unit 21,22 Thakur Boulevard
892,Bahaar Asef zade,3092,NULL,(225) 555-0100,http://www.microsoft.com/BahaarAsefzade/,Shop 30,1759 Srbova Crescent
893,Leyla Asef zade,3093,NULL,(216) 555-0100,http://www.microsoft.com/LeylaAsefzade/,Suite 12,11 Mihajlovik Crescent
894,Gabriela Hernandes,3094,NULL,(239) 555-0100,http://www.microsoft.com/GabrielaHernandes/,Suite 31,632 Sokk Lane
895,Geza Roman,3095,NULL,(215) 555-0100,http://www.microsoft.com/GezaRoman/,Suite 24,368 Tatarescu Street
896,Leonardo Folliero,3096,NULL,(339) 555-0100,http://www.microsoft.com/LeonardoFolliero/,Unit 22,349 Berggren Street
897,Allan Mannik,3097,NULL,(218) 555-0100,http://www.microsoft.com/AllanMannik/,Shop 26,791 Lill Lane
898,Gopalgobinda Sikdar,3098,NULL,(307) 555-0100,http://www.microsoft.com/GopalgobindaSikdar/,Shop 17,1928 Kask Crescent
899,Chin-Sun Chang,3099,NULL,(605) 555-0100,http://www.microsoft.com/Chin-SunChang/,Suite 2,1417 Mercier Boulevard
900,Lilli Sokk,3100,NULL,(229) 555-0100,http://www.microsoft.com/LilliSokk/,Suite 24,793 Thai Boulevard
901,Adrian Andreasson,3101,NULL,(217) 555-0100,http://www.microsoft.com/AdrianAndreasson/,Unit 21,837 Walker Road
902,Kamila Michnova,3102,NULL,(210) 555-0100,http://www.microsoft.com/KamilaMichnova/,Unit 19,729 Van Lier Street
903,Bing Han,3103,NULL,(228) 555-0100,http://www.microsoft.com/BingHan/,Unit 29,1170 Nguyen Avenue
904,Olafs Rozitis,3104,NULL,(316) 555-0100,http://www.microsoft.com/OlafsRozitis/,Unit 2,1114 Nakhtare Crescent
905,Sara Huiting,3105,NULL,(218) 555-0100,http://www.microsoft.com/SaraHuiting/,Shop 30,1476 Poddar Lane
906,Ajitaab Pakalapati,3106,NULL,(209) 555-0100,http://www.microsoft.com/AjitaabPakalapati/,Shop 11,1892 Clark Avenue
907,Eugen Agafitei,3107,NULL,(252) 555-0100,http://www.microsoft.com/EugenAgafitei/,Suite 5,1627 Jakobsson Lane
908,Sumati Bhat,3108,NULL,(206) 555-0100,http://www.microsoft.com/SumatiBhat/,Shop 13,885 Das Street
909,Dena Glissen,3109,NULL,(316) 555-0100,http://www.microsoft.com/DenaGlissen/,Unit 13,1331 Sen Street
910,Elina Kaleja,3110,NULL,(225) 555-0100,http://www.microsoft.com/ElinaKaleja/,Unit 18,469 Valbe Road
911,Liidia Lepp,3111,NULL,(276) 555-0100,http://www.microsoft.com/LiidiaLepp/,Suite 7,824 Omelkova Street
912,Volkan senturk,3112,NULL,(276) 555-0100,http://www.microsoft.com/Volkansenturk/,Suite 27,283 Berzins Avenue
913,Violetta KlanCisar,3113,NULL,(225) 555-0100,http://www.microsoft.com/ViolettaKlanCisar/,Shop 25,130 Molnar Avenue
914,Chandana Shasthri,3114,NULL,(803) 555-0100,http://www.microsoft.com/ChandanaShasthri/,Unit 8,813 Seleznyov Avenue
915,Ana Florea,3115,NULL,(210) 555-0100,http://www.microsoft.com/AnaFlorea/,Shop 3,1898 Pokorna Boulevard
916,Pinja Jantunen,3116,NULL,(308) 555-0100,http://www.microsoft.com/PinjaJantunen/,Shop 26,660 Mottola Avenue
917,Pari Hosseini,3117,NULL,(505) 555-0100,http://www.microsoft.com/PariHosseini/,Unit 24,1164 Samaniego Avenue
918,Isidora Morales,3118,NULL,(406) 555-0100,http://www.microsoft.com/IsidoraMorales/,Shop 12,1633 Kanaparthi Lane
919,Kertu Sokk,3119,NULL,(212) 555-0100,http://www.microsoft.com/KertuSokk/,Shop 11,965 Horackova Lane
920,Gayatri Gajula,3120,NULL,(212) 555-0100,http://www.microsoft.com/GayatriGajula/,Unit 19,1281 Lo Duca Avenue
921,Victoria Lacusta,3121,NULL,(212) 555-0100,http://www.microsoft.com/VictoriaLacusta/,Suite 12,415 Omidzadeh Road
922,Sumati Chatterjee,3122,NULL,(231) 555-0100,http://www.microsoft.com/SumatiChatterjee/,Unit 10,1643 Mitra Avenue
923,Tai Bach,3123,NULL,(219) 555-0100,http://www.microsoft.com/TaiBach/,Suite 14,1831 Vulpes Crescent
924,Eva Schulteisz,3124,NULL,(252) 555-0100,http://www.microsoft.com/EvaSchulteisz/,Shop 11,1783 Escobar Crescent
925,Can ozcan,3125,NULL,(215) 555-0100,http://www.microsoft.com/Canozcan/,Suite 10,618 Cervenkova Boulevard
926,Richard Friar,3126,NULL,(339) 555-0100,http://www.microsoft.com/RichardFriar/,Shop 21,80 Gupta Avenue
927,Matyas Sedlar,3127,NULL,(270) 555-0100,http://www.microsoft.com/MatyasSedlar/,Shop 31,603 Nechita Road
928,Arijit Bhuiyan,3128,NULL,(212) 555-0100,http://www.microsoft.com/ArijitBhuiyan/,Shop 15,1758 Naicker Boulevard
929,Vladimir Henzl,3129,NULL,(907) 555-0100,http://www.microsoft.com/VladimirHenzl/,Shop 15,250 Torres Road
930,Shantanu Huq,3130,NULL,(252) 555-0100,http://www.microsoft.com/ShantanuHuq/,Shop 27,1274 Lundin Street
931,Nada Jovanovic,3131,NULL,(215) 555-0100,http://www.microsoft.com/NadaJovanovic/,Shop 19,926 Shakiba Crescent
932,Nicolo Cattaneo,3132,NULL,(212) 555-0100,http://www.microsoft.com/NicoloCattaneo/,Unit 22,1126 Chakraborty Crescent
933,Joel Carrillo,3133,NULL,(405) 555-0100,http://www.microsoft.com/JoelCarrillo/,Unit 18,227 Paruchuri Boulevard
934,Ivan Sepulveda,3134,NULL,(218) 555-0100,http://www.microsoft.com/IvanSepulveda/,Shop 7,548 Bures Crescent
935,Daevasree Samavedam,3135,NULL,(201) 555-0100,http://www.microsoft.com/DaevasreeSamavedam/,Suite 25,1690 Poddar Avenue
936,Ludmila Smidova,3136,NULL,(480) 555-0100,http://www.microsoft.com/LudmilaSmidova/,Unit 31,413 Wattanasin Boulevard
937,Manca Hrastovsek,3137,NULL,(205) 555-0100,http://www.microsoft.com/MancaHrastovsek/,Unit 15,685 Pavel Road
938,Anna Gyarmathi,3138,NULL,(252) 555-0100,http://www.microsoft.com/AnnaGyarmathi/,Suite 15,809 Alva Boulevard
939,Ioana Florea,3139,NULL,(339) 555-0100,http://www.microsoft.com/IoanaFlorea/,Suite 28,999 Dumina Avenue
940,Lorin Astrom,3140,NULL,(210) 555-0100,http://www.microsoft.com/LorinAstrom/,Shop 19,487 PrabhupÄda Lane
941,Bishwa Chatterjee,3141,NULL,(239) 555-0100,http://www.microsoft.com/BishwaChatterjee/,Unit 17,1466 Deilami Road
942,Chaayaadaevi Sonti,3142,NULL,(217) 555-0100,http://www.microsoft.com/ChaayaadaeviSonti/,Suite 13,701 Sedlar Boulevard
943,Drazenka Jelic,3143,NULL,(803) 555-0100,http://www.microsoft.com/DrazenkaJelic/,Unit 23,1577 Lam Lane
944,Ida Celma,3144,NULL,(319) 555-0100,http://www.microsoft.com/IdaCelma/,Suite 28,893 Habibi Lane
945,Hoc Tran,3145,NULL,(339) 555-0100,http://www.microsoft.com/HocTran/,Shop 19,1634 Sen Street
946,David safranek,3146,NULL,(215) 555-0100,http://www.microsoft.com/Davidsafranek/,Shop 7,974 Mazzanti Avenue
947,Svetlana Todorovic,3147,NULL,(206) 555-0100,http://www.microsoft.com/SvetlanaTodorovic/,Suite 14,731 Szolosy Crescent
948,Richard Zahradnicek,3148,NULL,(314) 555-0100,http://www.microsoft.com/RichardZahradnicek/,Shop 7,401 Bhowmick Avenue
949,Seo-yun Paik,3149,NULL,(210) 555-0100,http://www.microsoft.com/Seo-yunPaik/,Suite 7,493 Bjorklund Road
950,Emily Whittle,3150,NULL,(231) 555-0100,http://www.microsoft.com/EmilyWhittle/,Unit 6,1108 Enestam Crescent
951,Eliza Persson,3151,NULL,(209) 555-0100,http://www.microsoft.com/ElizaPersson/,Unit 16,1520 Auzina Lane
952,Chuan Wattanasin,3152,NULL,(217) 555-0100,http://www.microsoft.com/ChuanWattanasin/,Suite 8,1774 Yadav Crescent
953,Linh Dao,3153,NULL,(228) 555-0100,http://www.microsoft.com/LinhDao/,Shop 4,1407 Kommineni Street
954,Nasrin Omidzadeh,3154,NULL,(239) 555-0100,http://www.microsoft.com/NasrinOmidzadeh/,Suite 12,588 Cirulis Lane
955,Raghu Sandhu,3155,NULL,(240) 555-0100,http://www.microsoft.com/RaghuSandhu/,Suite 22,459 Popov Lane
956,Nhung Thach,3156,NULL,(480) 555-0100,http://www.microsoft.com/NhungThach/,Suite 4,198 Benjaree Road
957,Hee-Young Suh,3157,NULL,(209) 555-0100,http://www.microsoft.com/Hee-YoungSuh/,Suite 23,617 Polaskova Boulevard
958,Valentin Tirlea,3158,NULL,(210) 555-0100,http://www.microsoft.com/ValentinTirlea/,Suite 23,1356 Dao Avenue
959,Dhaatri Chavva,3159,NULL,(207) 555-0100,http://www.microsoft.com/DhaatriChavva/,Suite 4,438 Desforges Road
960,Edgar Jogi,3160,NULL,(209) 555-0100,http://www.microsoft.com/EdgarJogi/,Shop 6,1317 Desforges Street
961,Rani Ganguly,3161,NULL,(209) 555-0100,http://www.microsoft.com/RaniGanguly/,Unit 23,1552 Srbova Road
962,Bhagavati Vinjamuri,3162,NULL,(319) 555-0100,http://www.microsoft.com/BhagavatiVinjamuri/,Suite 22,1774 Bohuslav Boulevard
963,Be Trang,3163,NULL,(405) 555-0100,http://www.microsoft.com/BeTrang/,Unit 26,33 Rezaei Boulevard
964,Ingrida Zeltina,3164,NULL,(239) 555-0100,http://www.microsoft.com/IngridaZeltina/,Suite 24,1300 Sonkar Road
965,Phoung Cu,3165,NULL,(208) 555-0100,http://www.microsoft.com/PhoungCu/,Shop 10,1380 Kalnina Crescent
966,Sara Walkky,3166,NULL,(303) 555-0100,http://www.microsoft.com/SaraWalkky/,Shop 29,934 Borgen Street
967,Meera Patel,3167,NULL,(217) 555-0100,http://www.microsoft.com/MeeraPatel/,Shop 9,1034 Kellnerova Boulevard
968,Anca Gogean,3168,NULL,(209) 555-0100,http://www.microsoft.com/AncaGogean/,Shop 14,198 Brasseur Avenue
969,Staffan Persson,3169,NULL,(314) 555-0100,http://www.microsoft.com/StaffanPersson/,Suite 8,1532 Dewangan Street
970,Isidora Urias,3170,NULL,(239) 555-0100,http://www.microsoft.com/IsidoraUrias/,Suite 16,900 Cu Avenue
971,Dhanishta Mokkapati,3171,NULL,(907) 555-0100,http://www.microsoft.com/DhanishtaMokkapati/,Shop 23,1827 Kustrin Boulevard
972,Lakshmi Benipal,3172,NULL,(209) 555-0100,http://www.microsoft.com/LakshmiBenipal/,Suite 23,1017 Juniskyzy Boulevard
973,Kumar Kamei,3173,NULL,(304) 555-0100,http://www.microsoft.com/KumarKamei/,Suite 25,1742 Valbe Avenue
974,Emil Roman,3174,NULL,(210) 555-0100,http://www.microsoft.com/EmilRoman/,Suite 13,1301 Bhutia Street
975,Prabodh Nair,3175,NULL,(605) 555-0100,http://www.microsoft.com/PrabodhNair/,Suite 30,1977 Du Road
976,Alinne Matos,3176,NULL,(229) 555-0100,http://www.microsoft.com/AlinneMatos/,Suite 6,244 Lieu Crescent
977,Mauno Laurila,3177,NULL,(216) 555-0100,http://www.microsoft.com/MaunoLaurila/,Suite 2,1906 Shenoy Lane
978,Baalaamjali Devulapalli,3178,NULL,(505) 555-0100,http://www.microsoft.com/BaalaamjaliDevulapalli/,Shop 14,1123 Thakur Road
979,Melani Ravlen,3179,NULL,(405) 555-0100,http://www.microsoft.com/MelaniRavlen/,Unit 7,340 Lucchesi Street
980,Om Yadav,3180,NULL,(262) 555-0100,http://www.microsoft.com/OmYadav/,Shop 13,419 Brkic Crescent
